# Which MSigDB terms the Metabolic collection is made of.
#
# One term per line: MSigDB systematic id, tab, category. A line beginning "!"
# is a term that was JUDGED AND LEFT OUT on purpose — it is recorded so that
# derive-metabolic.mjs's staleness check can tell "nobody has looked at this
# yet" from "somebody looked and said no", and so the second is arguable in a
# diff rather than invisible.
#
# HOW THIS WAS MADE
#
# Every one of the 15,646 term names in the pathway and ontology collections was
# read and judged against written criteria — the union across human and mouse,
# since they share systematic ids, so each term is decided once. It replaced a
# name-matching vocabulary, which is only ever as good as the correlation
# between what a pathway is called and what it is about. That correlation fails
# exactly where it matters: the vocabulary missed KEGG_PENTOSE_AND_
# GLUCURONATE_INTERCONVERSIONS, a metabolic map with no metabolic word in it;
# REACTOME_COMPLEX_I_BIOGENESIS and REACTOME_MITOCHONDRIAL_BIOGENESIS;
# KEGG_INSULIN_SIGNALING_PATHWAY and KEGG_PPAR_SIGNALING_PATHWAY, whose whole
# subject is metabolic control; and KEGG_TYPE_II_DIABETES_MELLITUS. No
# vocabulary catches those without catching half of signalling with them.
#
# WHAT COUNTS AS METABOLIC
#
# The biochemistry of small molecules — synthesis, breakdown, interconversion —
# energy metabolism, redox and one-carbon, storage and mobilisation, the
# transport of metabolites, the pathways that REGULATE metabolism, metabolic
# disease, metabolic enzyme activities, and the compartments that exist to do
# metabolism. Not: macromolecule turnover, which GO also calls metabolism
# (protein, RNA and DNA metabolic processes, translation, proteasome); the
# top-of-hierarchy terms that cover everything; or signalling and development
# where a metabolite is incidental.
#
# ONE STATEMENT, ONE SET
#
# The library said "oxidative phosphorylation" 60 times over, in 60 sets
# that are the same claim at different resolutions — every electron-transfer
# step, every respiratory complex's assembly, each database's own copy. That is
# 60 rows in a results table for one finding and 60 of the tests the
# Benjamini-Hochberg correction is spread across. The family is consolidated to
# four: Hallmark's and KEGG's oxidative phosphorylation, Reactome's aerobic
# respiration, and mitochondrial biogenesis, which is a different question from
# respiring. Terms whose subject is another family that merely happens in the
# mitochondrion — beta-oxidation, the TCA cycle, iron-sulfur clusters,
# mitochondrial fatty acid synthesis — stay with their own kind.
#
# Ribosomes and translation needed no consolidation: they are macromolecule
# turnover and the criteria never admitted them. The one survivor,
# GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS, is genuine small-molecule
# metabolism and is named for what it is NOT.
#
# 2813 terms included, 428 recorded as deliberately excluded.

REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM	cofactor
REACTOME_COENZYME_A_BIOSYNTHESIS	cofactor
REACTOME_COMPLEX_I_BIOGENESIS	energy
REACTOME_COMPLEX_III_ASSEMBLY	energy
REACTOME_COMPLEX_IV_ASSEMBLY	energy
REACTOME_CONJUGATION_OF_BENZOATE_WITH_GLYCINE	xenobiotic
REACTOME_CONJUGATION_OF_SALICYLATE_WITH_GLYCINE	xenobiotic
REACTOME_CREATINE_METABOLISM	energy
REACTOME_CRISTAE_FORMATION	compartment
REACTOME_CS_DS_DEGRADATION	carbohydrate
REACTOME_CS_GAG_BIOSYNTHESIS	carbohydrate
REACTOME_CYP2E1_REACTIONS	xenobiotic
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE	xenobiotic
REACTOME_CYTOPROTECTION_BY_HMOX1	redox
REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY	cofactor
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES	xenobiotic
REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM	disease
REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM	disease
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM	disease
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE	amino-acid
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES	redox
REACTOME_DIGESTION	transport
REACTOME_DIGESTION_AND_ABSORPTION	transport
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE	carbohydrate
REACTOME_DIGESTION_OF_DIETARY_LIPID	lipid
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	disease
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS	disease
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS	disease
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	disease
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	disease
REACTOME_DISEASES_OF_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	disease
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	disease
REACTOME_DISEASES_OF_GLYCOSYLATION	disease
REACTOME_DISEASES_OF_METABOLISM	disease
REACTOME_DISEASES_OF_THE_UREA_CYCLE	disease
REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS	disease
REACTOME_DRUG_ADME	xenobiotic
REACTOME_DS_GAG_BIOSYNTHESIS	carbohydrate
REACTOME_EICOSANOIDS	lipid
REACTOME_ENDOGENOUS_STEROLS	lipid
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	regulation
REACTOME_ESTROGEN_BIOSYNTHESIS	lipid
REACTOME_ETHANOL_OXIDATION	xenobiotic
REACTOME_FATTY_ACID_METABOLISM	lipid
REACTOME_FATTY_ACIDS	lipid
REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION	regulation
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	lipid
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	energy
REACTOME_FORMATION_OF_THE_ACTIVE_COFACTOR_UDP_GLUCURONATE	cofactor
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	carbohydrate
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	regulation
REACTOME_FREE_FATTY_ACID_RECEPTORS	regulation
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	regulation
REACTOME_FRUCTOSE_CATABOLISM	carbohydrate
REACTOME_FRUCTOSE_METABOLISM	carbohydrate
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	amino-acid
REACTOME_GALACTOSE_CATABOLISM	carbohydrate
REACTOME_GDP_FUCOSE_BIOSYNTHESIS	carbohydrate
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	regulation
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	regulation
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	regulation
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	lipid
REACTOME_GLUCONEOGENESIS	energy
REACTOME_GLUCOSE_METABOLISM	carbohydrate
REACTOME_GLUCURONIDATION	xenobiotic
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	amino-acid
REACTOME_GLUTATHIONE_CONJUGATION	redox
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	redox
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	lipid
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	lipid
REACTOME_GLYCINE_DEGRADATION	amino-acid
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	storage
REACTOME_GLYCOGEN_METABOLISM	storage
REACTOME_GLYCOGEN_STORAGE_DISEASES	disease
REACTOME_GLYCOGEN_SYNTHESIS	storage
REACTOME_GLYCOLYSIS	energy
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	carbohydrate
REACTOME_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	carbohydrate
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	lipid
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	lipid
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	lipid
REACTOME_GLYCOSPHINGOLIPID_TRANSPORT	lipid
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	amino-acid
REACTOME_HDL_ASSEMBLY	lipid
REACTOME_HDL_CLEARANCE	lipid
REACTOME_HDL_REMODELING	lipid
REACTOME_HEME_BIOSYNTHESIS	cofactor
REACTOME_HEME_DEGRADATION	cofactor
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	carbohydrate
REACTOME_HISTIDINE_CATABOLISM	amino-acid
REACTOME_HS_GAG_BIOSYNTHESIS	carbohydrate
REACTOME_HS_GAG_DEGRADATION	carbohydrate
REACTOME_HYALURONAN_DEGRADATION	carbohydrate
REACTOME_HYALURONAN_METABOLISM	carbohydrate
REACTOME_HYDROLYSIS_OF_LPC	lipid
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	regulation
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	lipid
REACTOME_INSULIN_PROCESSING	regulation
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	regulation
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	energy
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	nucleotide
REACTOME_INTESTINAL_ABSORPTION	transport
REACTOME_IRON_UPTAKE_AND_TRANSPORT	transport
REACTOME_IRS_ACTIVATION	regulation
REACTOME_IRS_MEDIATED_SIGNALLING	regulation
REACTOME_KEAP1_NFE2L2_PATHWAY	redox
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	carbohydrate
REACTOME_KERATAN_SULFATE_DEGRADATION	carbohydrate
REACTOME_KETONE_BODY_METABOLISM	energy
REACTOME_LANOSTEROL_BIOSYNTHESIS	lipid
REACTOME_LDL_CLEARANCE	lipid
REACTOME_LDL_REMODELING	lipid
REACTOME_LINOLEIC_ACID_LA_METABOLISM	lipid
REACTOME_LIPID_PARTICLE_ORGANIZATION	storage
REACTOME_LIPOPHAGY	lipid
REACTOME_LYSINE_CATABOLISM	amino-acid
REACTOME_MALATE_ASPARTATE_SHUTTLE	energy
REACTOME_MAPLE_SYRUP_URINE_DISEASE	disease
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE	energy
REACTOME_MELANIN_BIOSYNTHESIS	other
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	disease
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	other
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	amino-acid
REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES	carbohydrate
REACTOME_METABOLISM_OF_COFACTORS	cofactor
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	cofactor
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	cofactor
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE	amino-acid
REACTOME_METABOLISM_OF_LIPIDS	lipid
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	redox
REACTOME_METABOLISM_OF_NUCLEOTIDES	nucleotide
REACTOME_METABOLISM_OF_POLYAMINES	other
REACTOME_METABOLISM_OF_PORPHYRINS	cofactor
REACTOME_METABOLISM_OF_STEROID_HORMONES	lipid
REACTOME_METABOLISM_OF_STEROIDS	lipid
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	cofactor
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	cofactor
REACTOME_METAL_ION_SLC_TRANSPORTERS	transport
REACTOME_METALLOTHIONEINS_BIND_METALS	transport
REACTOME_METHIONINE_SALVAGE_PATHWAY	amino-acid
REACTOME_METHYLATION	cofactor
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	lipid
REACTOME_MITOCHONDRIAL_BIOGENESIS	compartment
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	energy
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	energy
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	energy
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	cofactor
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	cofactor
REACTOME_MTOR_SIGNALLING	regulation
REACTOME_MTORC1_MEDIATED_SIGNALLING	regulation
REACTOME_MUCOPOLYSACCHARIDOSES	disease
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	disease
REACTOME_NEUROTRANSMITTER_CLEARANCE	other
REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	regulation
REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	redox
REACTOME_NFE2L2_REGULATING_MDR_ASSOCIATED_ENZYMES	xenobiotic
REACTOME_NICOTINATE_METABOLISM	cofactor
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	regulation
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	regulation
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	regulation
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	regulation
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	regulation
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	regulation
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	redox
REACTOME_NUCLEOTIDE_BIOSYNTHESIS	nucleotide
REACTOME_NUCLEOTIDE_CATABOLISM	nucleotide
REACTOME_NUCLEOTIDE_SALVAGE	nucleotide
REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLC22_TRANSPORTERS	transport
REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLC5_17_25_TRANSPORTERS	transport
REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLCO_TRANSPORTERS	transport
REACTOME_PARACETAMOL_ADME	xenobiotic
REACTOME_PDH_COMPLEX_SYNTHESIZES_ACETYL_COA_FROM_PYR	energy
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	energy
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS	other
REACTOME_PEPTIDE_HORMONE_METABOLISM	other
REACTOME_PEROXISOMAL_LIPID_METABOLISM	lipid
REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS	xenobiotic
REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS	xenobiotic
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	amino-acid
REACTOME_PHENYLALANINE_METABOLISM	amino-acid
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	nucleotide
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS	nucleotide
REACTOME_PHOSPHOLIPID_METABOLISM	lipid
REACTOME_PI_METABOLISM	lipid
REACTOME_PKA_ACTIVATION_IN_GLUCAGON_SIGNALLING	regulation
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	regulation
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY	lipid
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE	lipid
REACTOME_PLASMA_LIPOPROTEIN_CLEARANCE	lipid
REACTOME_PLASMA_LIPOPROTEIN_REMODELING	lipid
REACTOME_PP2A_MEDIATED_DEPHOSPHORYLATION_OF_KEY_METABOLIC_FACTORS	regulation
REACTOME_PREDNISONE_ADME	xenobiotic
REACTOME_PREGNENOLONE_BIOSYNTHESIS	lipid
REACTOME_PROPIONYL_COA_CATABOLISM	energy
REACTOME_PROTEIN_LIPOYLATION	cofactor
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	transport
REACTOME_PURINE_CATABOLISM	nucleotide
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	nucleotide
REACTOME_PURINE_SALVAGE	nucleotide
REACTOME_PYRIMIDINE_CATABOLISM	nucleotide
REACTOME_PYRIMIDINE_SALVAGE	nucleotide
REACTOME_PYRUVATE_METABOLISM	energy
REACTOME_RA_BIOSYNTHESIS_PATHWAY	other
REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	lipid
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF	regulation
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	regulation
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN	regulation
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	energy
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	other
REACTOME_REGULATION_OF_INSULIN_SECRETION	regulation
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA	regulation
REACTOME_REGULATION_OF_NFE2L2_GENE_EXPRESSION	redox
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	other
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	energy
REACTOME_REGULATION_OF_PYRUVATE_METABOLISM	energy
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	regulation
REACTOME_RESPONSE_TO_METAL_IONS	other
REACTOME_RETINOID_CYCLE_DISEASE_EVENTS	other
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	other
REACTOME_RIBAVIRIN_ADME	xenobiotic
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	other
REACTOME_SELENOAMINO_ACID_METABOLISM	amino-acid
REACTOME_SERINE_METABOLISM	amino-acid
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS	other
REACTOME_SIALIC_ACID_METABOLISM	carbohydrate
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	regulation
REACTOME_SIGNALING_BY_LEPTIN	regulation
REACTOME_SIGNALING_BY_RETINOIC_ACID	other
REACTOME_SLC_MEDIATED_BILE_ACID_TRANSPORT	transport
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	transport
REACTOME_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS	transport
REACTOME_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS	transport
REACTOME_SLC_MEDIATED_TRANSPORT_OF_NEUROTRANSMITTERS	transport
REACTOME_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_ANIONS	transport
REACTOME_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_CATIONS	transport
REACTOME_SLC_TRANSPORTER_DISORDERS	disease
REACTOME_SPHINGOLIPID_CATABOLISM	lipid
REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	lipid
REACTOME_SPHINGOLIPID_METABOLISM	lipid
REACTOME_SULFIDE_OXIDATION_TO_SULFATE	other
REACTOME_SULFUR_AMINO_ACID_METABOLISM	amino-acid
REACTOME_SURFACTANT_METABOLISM	lipid
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES	lipid
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	lipid
REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE	lipid
REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS	lipid
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	lipid
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL	lipid
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	lipid
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL	lipid
REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE	lipid
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET	lipid
REACTOME_SYNTHESIS_OF_GDP_MANNOSE	carbohydrate
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI	lipid
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL	lipid
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL	lipid
REACTOME_SYNTHESIS_OF_KETONE_BODIES	energy
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX	lipid
REACTOME_SYNTHESIS_OF_PA	lipid
REACTOME_SYNTHESIS_OF_PC	lipid
REACTOME_SYNTHESIS_OF_PE	lipid
REACTOME_SYNTHESIS_OF_PG	lipid
REACTOME_SYNTHESIS_OF_PI	lipid
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	lipid
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE	lipid
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	lipid
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE	lipid
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE	lipid
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	lipid
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL	energy
REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE	carbohydrate
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	lipid
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN	other
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1	other
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP	other
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION	cofactor
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES	enzyme
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	other
REACTOME_THE_FATTY_ACID_CYCLING_MODEL	lipid
REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION	other
REACTOME_THYROXINE_BIOSYNTHESIS	other
REACTOME_TP53_REGULATES_METABOLIC_GENES	regulation
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION	storage
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	storage
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING	transport
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	transport
REACTOME_TRANSPORT_AND_METABOLISM_OF_PAPS	cofactor
REACTOME_TRANSPORT_OF_FATTY_ACIDS	transport
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	transport
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS	transport
REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY	transport
REACTOME_TRANSPORT_OF_SMALL_MOLECULES	transport
REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES	transport
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	lipid
REACTOME_TRIGLYCERIDE_CATABOLISM	lipid
REACTOME_TRIGLYCERIDE_METABOLISM	lipid
REACTOME_TRYPTOPHAN_CATABOLISM	amino-acid
REACTOME_TYROSINE_CATABOLISM	amino-acid
REACTOME_UBIQUINOL_BIOSYNTHESIS	cofactor
REACTOME_UPTAKE_OF_DIETARY_COBALAMINS_INTO_ENTEROCYTES	transport
REACTOME_UREA_CYCLE	amino-acid
REACTOME_UTILIZATION_OF_KETONE_BODIES	energy
REACTOME_VITAMIN_B1_THIAMIN_METABOLISM	cofactor
REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM	cofactor
REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM	cofactor
REACTOME_VITAMIN_C_ASCORBATE_METABOLISM	cofactor
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	other
REACTOME_VITAMINS	other
REACTOME_VLDL_ASSEMBLY	lipid
REACTOME_VLDL_CLEARANCE	lipid
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	lipid
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	lipid
REACTOME_XENOBIOTICS	xenobiotic
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	transport
REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY	transport
REACTOME_ZINC_TRANSPORTERS	transport
REACTOME_ZYMOSTENOL_BIOSYNTHESIS_VIA_LATHOSTEROL_KANDUTSCH_RUSSELL_PATHWAY	lipid
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	regulation
WP_7OXOC_AND_7BETAHC_PATHWAYS	lipid
WP_ACE_INHIBITOR_PATHWAY	xenobiotic
WP_ACETAMINOPHEN_IN_ANALGESIA_AND_ANTIPYRESIS	xenobiotic
WP_ACETYLCHOLINE_SYNTHESIS	other
WP_ACQUIRED_PARTIAL_LIPODYSTROPHY_BARRAQUERSIMONS_SYNDROME	disease
WP_ADIPOGENESIS	storage
WP_ADIPOGENESIS_GENES	storage
WP_AEROBIC_GLYCOLYSIS_AUGMENTED	energy
WP_AFLATOXIN_B1_METABOLISM	xenobiotic
WP_AGERAGE_PATHWAY	disease
WP_ALANINE_AND_ASPARTATE_METABOLISM	amino-acid
WP_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS	lipid
WP_AMINO_ACID_METABOLISM	amino-acid
WP_AMINO_ACID_METABOLISM_IN_TRIPLENEGATIVE_BREAST_CANCER_CELLS	amino-acid
WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION	amino-acid
WP_AMINO_ACID_TRANSPORT_DEFECTS_IEMS	transport
WP_AMPACTIVATED_PROTEIN_KINASE_SIGNALING	regulation
WP_ANDROGEN_BIOSYNTHESIS	lipid
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	regulation
